ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,counter
time,string,addr,port,addr,port,enum,string,interval,count,count,string,bool,bool,count,string,count,count,count,count,set[string],count
1628412372,CgiEkk4utHZgieJfY8,db80::b56e:e9aa:44f3:43dc,59820,db80::64f:4cff:fe21:766f,53,udp,dns,0.031498,40,97,SF,-,-,0,Dd,1,88,1,145,-,604
1628412372,Cky9o03JNxfFOYF4nb,db80::b56e:e9aa:44f3:43dc,60273,db80::64f:4cff:fe21:766f,53,udp,dns,0.043323,40,142,SF,-,-,0,Dd,1,88,1,190,-,605
1628412372,CD0LUI3nxcIbgooo0g,db80::b56e:e9aa:44f3:43dc,49766,db80::64f:4cff:fe21:766f,53,udp,dns,0.01606,41,98,SF,-,-,0,Dd,1,89,1,146,-,606
1628412372,C8Tx7k1CJWKxJSBSRg,db80::b56e:e9aa:44f3:43dc,60383,db80::64f:4cff:fe21:766f,53,udp,dns,0.028879,41,143,SF,-,-,0,Dd,1,89,1,191,-,607
1628412313,CROv123zNcNy2BMKxl,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,64558,2a03:2880:f113:81:face:b00c:0:25de,443,udp,-,10.026424,2522,4336,SF,-,-,0,Dd,10,3002,14,5008,-,4
1628412324,CCxLDSrPLUwtLzbUe,192.168.1.177,49800,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,261
1628412324,CN8ngG2WUaQSBYxt38,192.168.1.178,55188,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,262
1628412324,Czgi1Vr0cseIN3qWf,db80::46d9:e7ff:fef9:de2c,49137,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,262
1628412374,CeLozC2WmzkGaKkb39,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,126
1628412374,CIqiN81K8s2XbUSbBl,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.003021,1263,0,S0,-,-,0,D,3,1347,0,0,-,123
1628412349,CdNt8S3L2eDMsZVLwl,192.168.1.123,51352,23.52.25.61,443,tcp,ssl,39.69536,10477,1283292,SF,-,-,0,ShADadtfF,377,26217,949,1321264,-,3
1628412334,Ck42tX2w7Bcbg6OGT,192.168.1.177,39224,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,262
1628412334,CzhqVc2iOxx9FYO9xf,192.168.1.178,56473,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,263
1628412334,COJiv24AZquo1jU2P6,db80::46d9:e7ff:fef9:de2c,46113,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,263
1628412393,CqXO5w1dE1ngyE6kP8,192.168.1.123,51354,192.168.1.133,7680,tcp,-,3.024654,0,0,S0,-,-,0,S,3,156,0,0,-,13
1628412393,C4yRVE3FFI3Sb9VvP8,192.168.1.123,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,73,0,0,-,28
1628412393,CbGEnREs7FrM4yIod,db80::b56e:e9aa:44f3:43dc,5353,ff02::fb,5353,udp,dns,0.003249,270,0,S0,-,-,0,D,6,558,0,0,-,28
1628412344,CEFDPj8GKSGuJXyIb,192.168.1.177,48421,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,263
1628412344,CCPI8e2KIltCfiP25c,192.168.1.178,34033,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,264
1628412344,Cchbey3mZWUyn7hgK8,db80::46d9:e7ff:fef9:de2c,43544,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,264
1628412341,Cl5PsT16bFQ4AEx34,192.168.1.133,53651,239.255.255.250,1900,udp,-,3.015051,696,0,S0,-,-,0,D,4,808,0,0,-,24
1628412394,C1vb9e4KYVIVWvY9di,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,127
1628412394,CH6Io71WbWq52EipR8,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.001558,1263,0,S0,-,-,0,D,3,1347,0,0,-,125
1628412500,Cd62Ue13tcyv4NXdSb,192.168.1.123,51354,192.168.1.133,7680,tcp,-,-,-,-,S0,-,-,0,S,1,52,0,0,-,14
1628412348,Cb72QA1g2ikApkYIb5,192.168.1.180,9898,255.255.255.255,9898,udp,-,-,-,-,S0,-,-,0,D,1,57,0,0,-,43
1628412508,C41j153di7hQf1fDp9,192.168.1.123,51354,192.168.1.133,7680,tcp,-,-,-,-,S0,-,-,0,S,1,52,0,0,-,15
1628412354,CATGBn4Tio3AhmNs8i,192.168.1.177,58691,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,264
1628412354,CFg2m41Aua1TzNj9Tc,192.168.1.178,51571,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,265
1628412354,C7mzz21eCgV4T2D9R9,db80::46d9:e7ff:fef9:de2c,41967,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,265
1628412362,Cv1ih13iPIw7tcy0A3,192.168.1.98,5678,255.255.255.255,5678,udp,-,-,-,-,S0,-,-,0,D,1,102,0,0,-,36
1628412364,Ca0x6H2qhXAf9aMHW5,192.168.1.177,58698,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,265
1628412364,C6GVEy2h3unp1ujCxa,192.168.1.178,51530,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,266
1628412364,CIs0LOJ1NAB7dAukb,db80::46d9:e7ff:fef9:de2c,55883,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,266
1628412514,Co2CF71kkk6lk2mpM1,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,128
1628412514,CpeoJx1oxko6muK3yd,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.001508,1263,0,S0,-,-,0,D,3,1347,0,0,-,126
1628412374,ChMPCc16ZYFT29X3B5,192.168.1.177,54435,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,266
1628412374,C5BZxa1bQfj5d9B6d9,192.168.1.178,52260,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,267
1628412374,COAvA33oreTDpmcN1,db80::46d9:e7ff:fef9:de2c,39019,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,267
1628412532,CMyvHTdzb36TWvaF,192.168.1.123,61477,18.158.211.255,443,tcp,ssl,1.483093,2516,11785,SF,-,-,0,ShADadFf,15,3128,20,12619,-,1
1628412533,Ci8krg2MxxFMc6q4T4,192.168.1.123,61478,192.168.8.15,7680,tcp,-,3.017183,0,0,S0,-,-,0,S,3,156,0,0,-,34
1628412531,CteCmm2ra5TAyYnn8k,db80::b56e:e9aa:44f3:43dc,52223,db80::64f:4cff:fe21:766f,53,udp,dns,0.02914,37,94,SF,-,-,0,Dd,1,85,1,142,-,608
1628412531,CN2jwN2yVkb3QAQqL4,db80::b56e:e9aa:44f3:43dc,50654,db80::64f:4cff:fe21:766f,53,udp,dns,0.042327,37,139,SF,-,-,0,Dd,1,85,1,187,-,609
1628412531,CGpT2mrc5VCqUt1Td,192.168.1.123,50654,192.168.1.1,53,udp,dns,0.009893,37,139,SF,-,-,0,Dd,1,65,1,167,-,80
1628412531,CJQ6vv424UOqEtV4H1,db80::b56e:e9aa:44f3:43dc,54390,db80::64f:4cff:fe21:766f,53,udp,dns,0.014017,37,69,SF,-,-,0,Dd,1,85,1,117,-,610
1628412531,CXnOa71b3LIzaiCPs,db80::b56e:e9aa:44f3:43dc,65447,db80::64f:4cff:fe21:766f,53,udp,dns,0.026481,37,115,SF,-,-,0,Dd,1,85,1,163,-,611
1628412531,C6313j37lhYXkKqdqj,db80::b56e:e9aa:44f3:43dc,58845,db80::64f:4cff:fe21:766f,53,udp,dns,0.035484,38,86,SF,-,-,0,Dd,1,86,1,134,-,612
1628412531,Cd22h04D7uaB8WFZCh,db80::b56e:e9aa:44f3:43dc,51209,db80::64f:4cff:fe21:766f,53,udp,dns,0.035013,38,98,SF,-,-,0,Dd,1,86,1,146,-,613
1628412531,CTaA8G26BYFiu7XiIj,db80::b56e:e9aa:44f3:43dc,63401,db80::64f:4cff:fe21:766f,53,udp,dns,0.026524,34,66,SF,-,-,0,Dd,1,82,1,114,-,614
1628412531,CnWaEc3f4Yhh7VA5Gj,db80::b56e:e9aa:44f3:43dc,51206,db80::64f:4cff:fe21:766f,53,udp,dns,0.026049,34,112,SF,-,-,0,Dd,1,82,1,160,-,615
1628412531,CTEwwY3vtQD333UU32,db80::b56e:e9aa:44f3:43dc,63448,db80::64f:4cff:fe21:766f,53,udp,dns,0.050095,39,71,SF,-,-,0,Dd,1,87,1,119,-,616
1628412531,C2Db3j2ROLKPFrxIcg,db80::b56e:e9aa:44f3:43dc,60926,db80::64f:4cff:fe21:766f,53,udp,dns,0.03072,39,117,SF,-,-,0,Dd,1,87,1,165,-,617
1628412531,C4Fmpf4KIKmgki7g8a,192.168.1.123,63448,192.168.1.1,53,udp,dns,0.004318,39,71,SF,-,-,0,Dd,1,67,1,98,-,81
1628412532,CdGteV1zlnZpweUxR5,db80::b56e:e9aa:44f3:43dc,56176,db80::64f:4cff:fe21:766f,53,udp,dns,0.019427,43,171,SF,-,-,0,Dd,1,91,1,219,-,618
1628412532,C3EyK7OAjRvNyWS19,db80::b56e:e9aa:44f3:43dc,61527,db80::64f:4cff:fe21:766f,53,udp,dns,0.018926,43,103,SF,-,-,0,Dd,1,91,1,151,-,619
1628412533,C3QuV03z55n55rYXU8,db80::b56e:e9aa:44f3:43dc,61070,db80::64f:4cff:fe21:766f,53,udp,dns,0.02188,40,97,SF,-,-,0,Dd,1,88,1,145,-,620
1628412533,CqvhdG1GvdjU2uuw36,db80::b56e:e9aa:44f3:43dc,61696,db80::64f:4cff:fe21:766f,53,udp,dns,0.040284,40,142,SF,-,-,0,Dd,1,88,1,190,-,621
1628412533,CCgeT62oxSh2ZsiD4d,db80::b56e:e9aa:44f3:43dc,58821,db80::64f:4cff:fe21:766f,53,udp,dns,0.024023,41,98,SF,-,-,0,Dd,1,89,1,146,-,622
1628412533,CSxczb15UI57DJaQQe,db80::b56e:e9aa:44f3:43dc,60687,db80::64f:4cff:fe21:766f,53,udp,dns,0.02332,41,143,SF,-,-,0,Dd,1,89,1,191,-,623
1628412384,CjpI7HxwnxBuRh6s,192.168.1.177,45533,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,267
1628412384,CsJqNN2ria8b56YaH4,192.168.1.178,40335,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,268
1628412384,CF5D7Y1E6Z5ZUWeJK6,db80::46d9:e7ff:fef9:de2c,46518,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,268
1628412534,CQteYlpzU5nWasBaj,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,129
1628412534,C7zmH72Gqom7zVOyTe,192.168.1.180,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,3,1347,0,0,-,127
1628412541,CmUuRh2J35LtFHeUAf,192.168.1.123,61478,192.168.8.15,7680,tcp,-,-,-,-,S0,-,-,0,S,1,52,0,0,-,35
1628412534,CBz17I3caEvnsyIjJ6,192.168.1.123,59022,18.158.211.255,443,tcp,ssl,9.5821,2348,5586,SF,-,-,0,ShADadFf,15,2960,16,6250,-,2
1628412549,CYiPHA3wgJWLkeRZKg,192.168.1.123,61478,192.168.8.15,7680,tcp,-,-,-,-,S0,-,-,0,S,1,52,0,0,-,36
1628412394,CuQb2z13oN08H2Q5Xa,192.168.1.177,34231,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,268
1628412394,Ce1WRC45MoV7YZAtlb,192.168.1.178,36166,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,269
1628412394,CV6M3a3AoD8gKQXFT2,db80::46d9:e7ff:fef9:de2c,40711,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,269
1628412544,CDova125V2U6dKSP25,db80::b56e:e9aa:44f3:43dc,51816,db80::64f:4cff:fe21:766f,53,udp,dns,0.024278,40,103,SF,-,-,0,Dd,1,88,1,151,-,624
1628412544,CKVmql35VPdPAgjLVi,db80::b56e:e9aa:44f3:43dc,63261,db80::64f:4cff:fe21:766f,53,udp,dns,0.02348,40,115,SF,-,-,0,Dd,1,88,1,163,-,625
1628412395,CPkXfN1haig8H4rI5e,192.168.1.123,60372,239.255.255.250,1900,udp,-,-,-,-,S0,-,-,0,D,1,153,0,0,-,50
1628412504,CCaEx4xVSIHpwcGej,192.168.1.177,58414,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,269
1628412504,CtQoQt2PtdkBDlDBXe,192.168.1.178,38095,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,270
1628412504,CjFPIPgGEsz5uvcU2,db80::46d9:e7ff:fef9:de2c,51055,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,270
1628412554,Cp8rKsusuXmDTtMOa,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,130
1628412554,CQVMuLMhOReyNQnBj,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.002932,1263,0,S0,-,-,0,D,3,1347,0,0,-,128
1628412557,C3hPdd3Ak8S158RE44,db80::b56e:e9aa:44f3:43dc,56267,db80::64f:4cff:fe21:766f,53,udp,dns,0.014598,42,95,SF,-,-,0,Dd,1,90,1,143,-,626
1628412557,Cpej5G1z6WAeXAxdUl,db80::b56e:e9aa:44f3:43dc,57417,db80::64f:4cff:fe21:766f,53,udp,dns,0.015063,42,107,SF,-,-,0,Dd,1,90,1,155,-,627
1628412508,CDLQM534XSNR10cxK5,192.168.1.180,9898,255.255.255.255,9898,udp,-,-,-,-,S0,-,-,0,D,1,57,0,0,-,44
1628412398,C20hiR3tpi2lF3OHAh,192.168.1.123,61517,18.157.249.52,443,tcp,ssl,167.316133,3037,5802,SF,-,-,0,ShADadFfR,27,4129,30,7014,-,6
1628412514,CUUzMz3eoExL8krE41,192.168.1.177,40757,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,270
1628412514,CskVDxRZ7p7Y9UAm9,192.168.1.178,53038,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,271
1628412514,Cawi3215iGqZvZ0Hp,db80::46d9:e7ff:fef9:de2c,41652,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,271
1628412515,CGySm2ljwvMXcPmu2,192.168.1.123,62710,239.255.255.250,1900,udp,-,3.017536,676,0,S0,-,-,0,D,4,788,0,0,-,51
1628412570,ClrEr52XTa6z7aU9ja,db80::b56e:e9aa:44f3:43dc,53635,db80::64f:4cff:fe21:766f,53,udp,dns,0.013973,37,65,SF,-,-,0,Dd,1,85,1,113,-,628
1628412571,CewnLY2Ev6vYRPzvFk,db80::b56e:e9aa:44f3:43dc,56718,db80::64f:4cff:fe21:766f,53,udp,dns,0.01507,34,79,SF,-,-,0,Dd,1,82,1,127,-,629
1628412571,CNdwbv1mTep0c8vp36,db80::b56e:e9aa:44f3:43dc,60767,db80::64f:4cff:fe21:766f,53,udp,dns,0.019024,34,91,SF,-,-,0,Dd,1,82,1,139,-,630
1628412522,CMASIK1oVBQ3v0FQS7,192.168.1.98,5678,255.255.255.255,5678,udp,-,-,-,-,S0,-,-,0,D,1,102,0,0,-,37
1628412524,CPjjtI2PrNj4siTkg,192.168.1.177,52321,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,271
1628412524,CAp3Zt4uPjGBbzcuok,192.168.1.178,47617,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,272
1628412524,C7uzeM1yFxC2CQoEN6,db80::46d9:e7ff:fef9:de2c,41121,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,272
1628412574,CbStbE3oU6e6LmkILb,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,131
1628412178,CTDaRoHfWDkTvHv9e,192.168.1.123,59063,104.18.72.113,443,tcp,ssl,400.619751,1226,4468,SF,-,-,0,ShADadTFRf,22,2126,23,5496,-,1
1628412575,CNE7VZ1UZOr3CFkjIj,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.002718,1263,0,S0,-,-,0,D,3,1347,0,0,-,129
1628412573,CNeBQS1O5cETvPbLQ4,192.168.1.182,5353,224.0.0.251,5353,udp,dns,3.598967,4138,0,S0,-,-,0,D,11,4446,0,0,-,14
1628412573,CpC9Tg1gltms7fuxXh,db80::18fc:443:3020:c49b,5353,ff02::fb,5353,udp,dns,3.602549,4138,0,S0,-,-,0,D,11,4666,0,0,-,14
1628412534,COrLDy1lHZplfy9Skl,192.168.1.177,37811,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,272
1628412534,CA33ED2JOF7spIK6J,192.168.1.178,48006,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,273
1628412534,CzrARy2QNnkdgzH1Wg,db80::46d9:e7ff:fef9:de2c,46313,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,273
1628412350,C9sCup2xsGf9bmsPR7,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,51118,2600:9000:20a5:7c00:9:46dc:4700:93a1,443,tcp,ssl,240.161522,1054,6583,SF,-,-,0,ShADadTfF,16,2031,24,8095,-,1
1628412588,CpZVpo3a1p9VrX4VE9,db80::b56e:e9aa:44f3:43dc,65047,db80::64f:4cff:fe21:766f,53,udp,dns,0.037261,38,103,SF,-,-,0,Dd,1,86,1,151,-,631
1628412588,CKHAba3SCUoCboty8j,db80::b56e:e9aa:44f3:43dc,64303,db80::64f:4cff:fe21:766f,53,udp,dns,0.03698,38,103,SF,-,-,0,Dd,1,86,1,151,-,632
1628412589,CrcISo1mT9ST20k8uj,db80::b56e:e9aa:44f3:43dc,59846,db80::64f:4cff:fe21:766f,53,udp,dns,0.014315,41,90,SF,-,-,0,Dd,1,89,1,138,-,633
1628412589,CqXYNp2C2PDVYBqT7k,db80::b56e:e9aa:44f3:43dc,56549,db80::64f:4cff:fe21:766f,53,udp,dns,0.016943,41,102,SF,-,-,0,Dd,1,89,1,150,-,634
1628412544,CgHvh737017ByTpWcl,192.168.1.177,42688,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,273
1628412544,C3eCrKyhfi4MaNZhi,192.168.1.178,39337,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,274
1628412544,CXKFoO2zHXY0Mnd1Fd,db80::46d9:e7ff:fef9:de2c,38072,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,274
1628412594,CeTuMv4FY0LuAiKtb2,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,132
1628412594,Ck92eC2SdhOOpUitue,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.001538,1263,0,S0,-,-,0,D,3,1347,0,0,-,130
1628412554,CwBwab3loz4bammoTg,192.168.1.177,52781,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,274
1628412554,COhmJj4nf8Tt5ci4Ob,db80::46d9:e7ff:fef9:de2c,38002,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,275
1628412554,CjfLVw3lwJiDS3S65h,192.168.1.178,36593,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,275
1628412613,CZjlPX2GyuwbFvwMKd,192.168.1.123,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,73,0,0,-,29
1628412613,CJUQOu1W5glPAcMuF1,db80::b56e:e9aa:44f3:43dc,5353,ff02::fb,5353,udp,dns,0.003138,270,0,S0,-,-,0,D,6,558,0,0,-,29
1628412564,CdxmS11sLuUIWoF2yl,192.168.1.177,55208,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,275
1628412561,CpC1BewiU529RAI7e,192.168.1.133,53410,239.255.255.250,1900,udp,-,3.028724,696,0,S0,-,-,0,D,4,808,0,0,-,25
1628412564,CzRxw43BSK1Ez4k5Dk,192.168.1.178,49341,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,276
1628412564,CY6pHs13zBr8nqj8lk,db80::46d9:e7ff:fef9:de2c,41052,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,276
1628412614,C4YiPDPMtMFzIngp9,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,133
1628412614,CDlsCX2lxmRitIsjTa,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.001607,1263,0,S0,-,-,0,D,3,1347,0,0,-,131
1628412568,Crj9dvTSZGPe1yv7,192.168.1.180,9898,255.255.255.255,9898,udp,-,-,-,-,S0,-,-,0,D,1,57,0,0,-,45
1628412574,CKtPVojGvyc3IYbgf,192.168.1.177,33660,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,276
1628412574,CCU3F43enYmJZJjC37,192.168.1.178,41544,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,277
1628412574,CTKiLt4S76vEDUYHee,db80::46d9:e7ff:fef9:de2c,40013,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,277
1628412625,CDIkQo1PcPYCY3tv1a,db80::b56e:e9aa:44f3:43dc,50505,db80::64f:4cff:fe21:766f,53,udp,dns,0.040146,38,128,SF,-,-,0,Dd,1,86,1,176,-,635
1628412625,CIJMJt2rk7gJ5ytT8c,db80::b56e:e9aa:44f3:43dc,59484,db80::64f:4cff:fe21:766f,53,udp,dns,0.039785,38,128,SF,-,-,0,Dd,1,86,1,176,-,636
1628412625,CDWXng1m5mPzarfRYk,192.168.1.123,50505,192.168.1.1,53,udp,dns,0.006693,38,103,SF,-,-,0,Dd,1,66,1,131,-,82
1628412625,Cs8WhZkabK5I2C2zi,192.168.1.123,59484,192.168.1.1,53,udp,dns,0.006693,38,103,SF,-,-,0,Dd,1,66,1,131,-,83
1628412571,CNjmXR2wCRP3jQkrR7,2a03:ec00:b17a:fa7d:5cfb:15f:59d:70ae,55839,2a03:2880:f113:81:face:b00c:0:25de,443,udp,-,7.7105,3710,4531,SF,-,-,0,Dd,19,4622,23,5635,-,5
1628412630,C9vRvtbSQJ0za07Xl,db80::b56e:e9aa:44f3:43dc,53734,db80::64f:4cff:fe21:766f,53,udp,dns,0.030195,40,97,SF,-,-,0,Dd,1,88,1,145,-,637
1628412630,CUuatSZmlqZCY1sdf,db80::b56e:e9aa:44f3:43dc,60092,db80::64f:4cff:fe21:766f,53,udp,dns,0.047423,40,142,SF,-,-,0,Dd,1,88,1,190,-,638
1628412630,CIZMJ81jtPIueAgcP8,db80::b56e:e9aa:44f3:43dc,51939,db80::64f:4cff:fe21:766f,53,udp,dns,0.029346,41,98,SF,-,-,0,Dd,1,89,1,146,-,639
1628412630,CBI7ZS3bJcJj2IqOZ5,db80::b56e:e9aa:44f3:43dc,63341,db80::64f:4cff:fe21:766f,53,udp,dns,0.028907,41,143,SF,-,-,0,Dd,1,89,1,191,-,640
1628412630,Cqkya31msgD1qy7Xz2,192.168.1.123,60092,192.168.1.1,53,udp,dns,0.014847,40,142,SF,-,-,0,Dd,1,68,1,170,-,84
1628412620,CGGRMI3BIqUIpLEHLa,192.168.1.182,5353,224.0.0.251,5353,udp,dns,3.462398,4138,0,S0,-,-,0,D,11,4446,0,0,-,15
1628412620,Cmwn0Nk2ZBrOcwtOb,db80::18fc:443:3020:c49b,5353,ff02::fb,5353,udp,dns,3.462526,4138,0,S0,-,-,0,D,11,4666,0,0,-,15
1628412584,Cfzhu14i86n2OKkEhe,192.168.1.177,57834,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,277
1628412584,Cz4JOj2uWBtNAVhHg3,192.168.1.178,59568,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,278
1628412584,CmFVjr2VPm2QMJcBah,db80::46d9:e7ff:fef9:de2c,53410,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,278
1628412634,CVknTs3fWeNhOBnYK4,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,134
1628412634,C0P7ia1FsOJxKzi2b8,192.168.1.180,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,3,1347,0,0,-,132
1628412594,CN325T38PtXl72B3Uf,192.168.1.177,49738,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,278
1628412594,Cw1tkn1Oub5CrOT9v1,192.168.1.178,50202,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,279
1628412594,CPaMzu2Uf0vRW36LHi,db80::46d9:e7ff:fef9:de2c,38172,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,279
1628412604,CCQ6HN1VFGvN0l8Xm5,192.168.1.177,38328,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,189,0,0,-,279
1628412604,CXJNVKyxIUBubz7Yk,192.168.1.178,48294,255.255.255.255,10001,udp,-,-,-,-,S0,-,-,0,D,1,213,0,0,-,280
1628412604,CGQGfW1LRWr5oNf0y8,db80::46d9:e7ff:fef9:de2c,35105,ff02::1,10001,udp,-,-,-,-,S0,-,-,0,D,1,233,0,0,-,280
1628412654,C5kv7d1grV3lLwKgck,192.168.1.176,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,-,-,0,D,1,122,0,0,-,135
1628412654,Cnm1xB4zwrTUqkT2Nh,192.168.1.180,5353,224.0.0.251,5353,udp,dns,0.002755,1263,0,S0,-,-,0,D,3,1347,0,0,-,133
1628412655,CedYrY3dGLqGOZXLYj,db80::b56e:e9aa:44f3:43dc,52452,db80::64f:4cff:fe21:766f,53,udp,dns,0.091975,29,85,SF,-,-,0,Dd,1,77,1,133,-,641
1628412655,CZ6EYQjvIJJ6ggqm6,db80::b56e:e9aa:44f3:43dc,55622,db80::64f:4cff:fe21:766f,53,udp,dns,0.070814,29,97,SF,-,-,0,Dd,1,77,1,145,-,642
1628412655,CMGscvxPpYdvVpZi6,192.168.1.123,52452,192.168.1.1,53,udp,dns,0.058008,29,85,SF,-,-,0,Dd,1,57,1,113,-,85
1628412655,C56Xpviujot3rGi0k,192.168.1.123,55622,192.168.1.1,53,udp,dns,0.037278,29,97,SF,-,-,0,Dd,1,57,1,125,-,86
